시도명,시군구명,1ℓ가격,1.5ℓ가격,2ℓ가격,2.5ℓ가격,3ℓ가격,5ℓ가격,10ℓ가격,20ℓ가격,30ℓ가격,50ℓ가격,60ℓ가격,75ℓ가격,100ℓ가격,120ℓ가격,125ℓ가격
부산,영도구,0.0,0.0,0.0,0.0,0.0,220.0,430.0,850.0,1280.0,2070.0,0.0,3080.0,0.0,0.0,0.0
부산,중구,0.0,0.0,0.0,0.0,0.0,73.33333333333333,286.6666666666667,566.6666666666666,853.3333333333334,2186.6666666666665,0.0,3223.3333333333335,0.0,0.0,0.0
부산,해운대구,0.0,0.0,0.0,0.0,70.0,110.0,430.0,425.0,1280.0,2070.0,0.0,1540.0,0.0,0.0,0.0
서울,강남구,0.0,0.0,0.0,0.0,0.0,65.0,250.0,490.0,370.0,625.0,0.0,0.0,0.0,0.0,0.0
서울,강동구,100.0,0.0,190.0,0.0,300.0,500.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서울,강북구,33.333333333333336,0.0,66.66666666666667,0.0,100.0,210.0,166.66666666666666,326.6666666666667,246.66666666666666,416.6666666666667,0.0,626.6666666666666,0.0,0.0,0.0
서울,강서구,25.0,0.0,62.5,0.0,97.5,157.5,312.5,1255.0,185.0,1587.5,0.0,470.0,625.0,0.0,0.0
서울,관악구,50.0,0.0,95.0,0.0,195.0,315.0,125.0,245.0,370.0,625.0,0.0,940.0,0.0,0.0,0.0
서울,광진구,25.0,0.0,47.5,0.0,97.5,190.0,380.0,755.0,0.0,1275.0,0.0,0.0,0.0,3000.0,0.0
서울,구로구,25.0,0.0,47.5,0.0,75.0,157.5,375.0,1255.0,935.0,1587.5,0.0,470.0,0.0,0.0,0.0
서울,금천구,25.0,0.0,47.5,0.0,97.5,157.5,312.5,245.0,185.0,1587.5,0.0,470.0,0.0,0.0,0.0
서울,노원구,0.0,0.0,0.0,0.0,45.0,65.0,635.0,1265.0,0.0,3175.0,0.0,940.0,1250.0,0.0,0.0
서울,동대문구,25.0,0.0,47.5,0.0,75.0,157.5,630.0,755.0,185.0,1587.5,0.0,470.0,0.0,0.0,0.0
서울,동작구,33.333333333333336,0.0,63.333333333333336,0.0,130.0,210.0,416.6666666666667,843.3333333333334,246.66666666666666,2116.6666666666665,0.0,626.6666666666666,0.0,0.0,0.0
서울,서대문구,25.0,0.0,50.0,0.0,75.0,157.5,312.5,745.0,0.0,1587.5,0.0,470.0,625.0,0.0,0.0
서울,서초구,33.333333333333336,0.0,86.66666666666667,0.0,100.0,210.0,500.0,993.3333333333334,0.0,416.6666666666667,0.0,0.0,0.0,0.0,0.0
서울,성동구,14.285714285714286,0.0,27.142857142857142,0.0,68.57142857142857,145.71428571428572,434.2857142857143,862.8571428571429,211.42857142857142,1814.2857142857142,0.0,0.0,0.0,0.0,0.0
서울,성북구,33.333333333333336,0.0,63.333333333333336,0.0,100.0,210.0,166.66666666666666,326.6666666666667,246.66666666666666,416.6666666666667,0.0,0.0,0.0,0.0,0.0
서울,송파구,0.0,0.0,0.0,0.0,36.0,52.0,200.0,792.0,0.0,500.0,0.0,752.0,1000.0,0.0,0.0
서울,양천구,0.0,0.0,0.0,0.0,0.0,130.0,250.0,490.0,740.0,1250.0,0.0,1880.0,2500.0,0.0,0.0
서울,영등포구,25.0,0.0,62.5,0.0,97.5,190.0,630.0,1255.0,370.0,1587.5,0.0,470.0,625.0,0.0,0.0
서울,용산구,25.0,0.0,47.5,0.0,97.5,157.5,375.0,755.0,185.0,1587.5,0.0,470.0,625.0,0.0,0.0
서울,은평구,20.0,0.0,56.0,0.0,60.0,190.0,376.0,756.0,0.0,500.0,0.0,752.0,1000.0,0.0,0.0
서울,종로구,50.0,0.0,95.0,0.0,150.0,315.0,125.0,245.0,0.0,625.0,0.0,940.0,1250.0,0.0,0.0
서울,중구,0.0,0.0,0.0,0.0,60.0,43.333333333333336,83.33333333333333,1006.6666666666666,246.66666666666666,2116.6666666666665,0.0,626.6666666666666,833.3333333333334,0.0,0.0
서울,중랑구,33.333333333333336,0.0,63.333333333333336,0.0,100.0,210.0,83.33333333333333,843.3333333333334,246.66666666666666,416.6666666666667,0.0,626.6666666666666,0.0,0.0,0.0
세종,세종특별자치시,40.0,0.0,60.0,0.0,80.0,130.0,270.0,540.0,820.0,1440.0,0.0,0.0,0.0,0.0,0.0
울산,남구,0.0,0.0,0.0,0.0,0.0,80.0,155.0,300.0,0.0,745.0,0.0,0.0,1480.0,0.0,0.0
울산,동구,0.0,0.0,0.0,0.0,0.0,160.0,310.0,600.0,0.0,1490.0,0.0,0.0,2960.0,0.0,0.0
울산,북구,0.0,0.0,0.0,0.0,0.0,160.0,310.0,600.0,0.0,1490.0,0.0,2220.0,2960.0,0.0,0.0
울산,울주군,0.0,0.0,0.0,0.0,0.0,160.0,310.0,600.0,0.0,1490.0,0.0,0.0,2960.0,0.0,0.0
울산,중구,0.0,0.0,0.0,0.0,0.0,106.66666666666667,206.66666666666666,400.0,0.0,745.0,0.0,370.0,986.6666666666666,0.0,0.0
인천,강화군,0.0,0.0,40.0,0.0,60.0,206.66666666666666,406.6666666666667,413.3333333333333,0.0,1026.6666666666667,0.0,0.0,2040.0,0.0,0.0
인천,계양구,15.0,0.0,30.0,0.0,45.0,135.0,343.75,610.0,0.0,577.5,485.0,0.0,765.0,0.0,1008.75
인천,남동구,20.0,0.0,40.0,0.0,60.0,184.0,356.0,700.0,470.0,1840.0,940.0,0.0,0.0,0.0,1574.0
인천,동구,0.0,0.0,0.0,0.0,0.0,40.0,77.5,477.5,0.0,1375.0,0.0,0.0,2050.0,0.0,0.0
인천,미추홀구,20.0,0.0,40.0,0.0,60.0,153.33333333333334,406.6666666666667,813.3333333333334,0.0,513.3333333333334,0.0,0.0,1023.3333333333334,0.0,0.0
인천,부평구,0.0,0.0,0.0,0.0,32.5,52.5,195.0,375.0,460.0,1712.5,915.0,695.0,0.0,0.0,1900.0
인천,서구,12.0,0.0,24.0,0.0,36.0,92.0,306.0,612.0,0.0,616.0,0.0,0.0,0.0,0.0,0.0
인천,연수구,15.0,0.0,30.0,0.0,45.0,115.0,305.0,310.0,0.0,385.0,970.0,0.0,767.5,0.0,2017.5
인천,연수구청,0.0,0.0,0.0,0.0,0.0,53.333333333333336,206.66666666666666,413.3333333333333,670.0,513.3333333333334,1326.6666666666667,926.6666666666666,0.0,0.0,2750.0
인천,옹진군,0.0,0.0,0.0,0.0,145.0,230.0,470.0,940.0,0.0,770.0,0.0,0.0,1535.0,0.0,0.0
인천,중구,0.0,0.0,0.0,0.0,0.0,53.333333333333336,206.66666666666666,413.3333333333333,536.6666666666666,1395.0,661.6666666666666,766.6666666666666,3836.6666666666665,0.0,0.0
전남,강진군,0.0,0.0,0.0,0.0,0.0,45.0,160.0,290.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0
전남,고흥군,0.0,0.0,0.0,0.0,30.0,90.0,140.0,260.0,0.0,450.0,0.0,0.0,830.0,0.0,0.0
전남,곡성군,0.0,0.0,0.0,0.0,0.0,0.0,310.0,530.0,0.0,1270.0,0.0,1970.0,0.0,0.0,0.0
전남,광양시,0.0,0.0,0.0,0.0,0.0,130.0,260.0,530.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0
전남,구례군,0.0,0.0,0.0,0.0,0.0,60.0,110.0,220.0,0.0,540.0,0.0,830.0,0.0,0.0,0.0
전남,나주시,0.0,0.0,0.0,0.0,0.0,80.0,130.0,250.0,360.0,570.0,0.0,900.0,1130.0,0.0,0.0
전남,담양군,0.0,0.0,0.0,0.0,0.0,90.0,180.0,310.0,0.0,900.0,0.0,1350.0,0.0,0.0,0.0
전남,목포시,0.0,0.0,0.0,0.0,0.0,110.0,210.0,400.0,600.0,990.0,0.0,1470.0,1950.0,0.0,0.0
전남,무안군,0.0,0.0,0.0,0.0,0.0,90.0,170.0,320.0,270.0,395.0,0.0,675.0,0.0,0.0,0.0
전남,보성군,0.0,0.0,0.0,0.0,0.0,90.0,140.0,260.0,0.0,640.0,0.0,950.0,0.0,0.0,0.0
